Fecha de venta,Ciudad,Producto,Precio unitario,Cantidad,Monto total,Cliente,Email,ID de orden
22/10/24,CALI,Laptop-Oficina-16GB,2392.65,4,"9,570.60",Julia Gonzalo Armendariz,jose-manuelcazares@franco.org,ce229233-81ec-4127-be94-95ce93175cd4
22/10/24,Ciudad de Mexico,Teléfono-Gama baja-32GB,1988,2,"3,976.00",Indira Eric Rentería Velazquez,fduran@arredondo.com,56137b69-5c0a-49a2-bc0e-cd99b52af4b9
22/10/24,Guadalajara,Laptop-Oficina-4GB,1703.47,2,"3,406.94",César Burgos Florez,isaac34@aviles.biz,15c161e7-84e8-482a-963e-a7e6326abc14
22/10/24,Guadalajara,Tablet-Pro-4GB,205.25,3,615.75,Juan Lopez,liliagonzalez@sanabria.info,bda4c76c-8205-4def-8d46-9d2d6a40365e
22/10/24,CALI,Auriculares-Bluetooth-8GB,1882.22,3,"5,646.66",Omar Carla Miranda,renato62@gmail.com,39880590-7dce-48d2-a8b2-dcef91f42511
22/10/24,bogotá,Laptop-Oficina-4GB,419.18,4,"1,676.72",Virginia Irma Rolon Arteaga,juan-carlosporras@hotmail.com,8961a6a3-8576-4db8-bcfd-98eaefa53976
22/10/24,Medellín,Auriculares-Cancelación de ruido-8GB,1511.08,2,"3,022.16",Pedro Tamayo,indira48@gmail.com,53b6bfd4-05a9-41c3-adeb-dfaa20821700
22/10/24,monterrey,Teléfono-Gama alta-16GB,1736.9,5,"8,684.50",Amanda Cantú Segura,mercedes40@lozano-borrego.org,51322ec3-e52c-417f-9f2c-20ffb25bf684
22/10/24,bogotá,Laptop-Oficina-32GB,2063.13,4,"8,252.52",Mtro. Flavio Teran,merinovicente@hotmail.com,59db14ef-c72f-4719-807c-e681756eb5ee
22/10/24,Ciudad de Mexico,Laptop-Oficina-4GB,2240.54,2,"4,481.08",Andrés Brito,concepcion07@hotmail.com,a05c93ff-9a7b-4d33-9591-f2fbfbc01017
23/10/24,monterrey,Tablet-Pro-8GB,1242.34,5,"6,211.70",César Barrera Orta,floresleonor@salcido-barrientos.info,16c09f74-0932-405b-8587-0165634b10b3
23/10/24,Guadalajara,Laptop-Gaming-4GB,1657.62,4,"6,630.48",Jacobo Adan Aparicio Tejada,indira44@maya.biz,6bbde35c-e30d-4e24-884b-5b00ccf47e4b
23/10/24,Medellín,Auriculares-Con cable-32GB,499.22,3,"1,497.66",César Fabiola Palacios,jose-emiliogamboa@laboratorios.biz,0e28ad98-fe18-44a9-9a89-466a166843e3
23/10/24,Guadalajara,Tablet-Pro-16GB,348.21,5,"1,741.05",Patricio Narvaez Holguín,tiradoberta@yahoo.com,467ff27d-c3d7-4928-bade-34474e2a754a
23/10/24,Ciudad de Mexico,Laptop-Oficina-16GB,324.46,2,648.92,Israel Barragan,barbara76@hotmail.com,0cede563-5f38-42bf-93ca-f67930084cf1
23/10/24,CALI,Laptop-Oficina-8GB,796.3,4,"3,185.20",Ing. Elsa Prieto,marisol14@maestas.com,4143d835-b0c6-4920-b3a2-df5339be92e0
23/10/24,monterrey,Laptop-Ultraliviana-16GB,1327.27,2,"2,654.54",Bianca Abel Valentín Alarcon,mendezmonica@chacon.com,6e634080-3cde-4f41-b8b8-f7a29d0086fa
23/10/24,Medellín,Teléfono-Gama baja-4GB,2384.86,4,"9,539.44",Emiliano Liliana Olivares Bañuelos,eugenio20@yahoo.com,5118c46e-3697-423d-b0f6-bcb15c09e38d
23/10/24,Medellín,Laptop-Gaming-32GB,379.64,3,"1,138.92",Marcos Adriana Orosco Bétancourt,franciscabonilla@yahoo.com,673092af-8716-453b-88f4-efdc6f33c1e5
23/10/24,Guadalajara,Teléfono-Gama alta-32GB,1582.73,2,"3,165.46",Aldo Lira,riveraleonardo@carrasco.com,757f4440-b8cd-45b5-9b13-c97ac0e0b03c
23/10/24,CALI,Tablet-Mini-8GB,1362.97,1,"1,362.97",Delia Wilfrido Valladares Tapia,dolores01@gmail.com,ee97ba16-5d7f-4349-b9a0-cc9069b8707b
23/10/24,bogotá,Tablet-Mini-16GB ,1817.8,3,"5,453.40",Evelio Holguín Galarza,aurelio09@fuentes.com,2f004d71-2bd5-4fdb-a629-c4409dbaf7b8
24/10/24,CALI,Auriculares-Con cable-8GB,1962.79,3,"5,888.37",Gonzalo Cortés Nieto,cabanmauricio@partida-barrios.net,f175c4e2-a107-42a1-87d8-ae02bbeada76
24/10/24,CALI,Tablet-Pro-4GB,785.65,1,785.65,Tania José Salcedo,german49@yahoo.com,7c83c051-cdef-4ee9-99b8-ab628e7e0137
24/10/24,Medellín,Teléfono-Gama media-16GB,747.11,5,"3,735.55",Ignacio Leonor Guajardo,florenciaescamilla@industrias.com,2ecd07a3-c49e-486f-a9f0-9a7b1dc20737
24/10/24,Ciudad de Mexico,Tablet-Estándar-8GB,1030.99,1,"1,030.99",Ing. Vanesa Bustos,ccintron@gmail.com,7973d01c-f337-48a1-8f89-e3be9acd41ae
24/10/24,Guadalajara,Laptop-Oficina-8GB,486.27,5,"2,431.35",Órsula Guardado,pradooctavio@yahoo.com,36046905-c325-4177-8dd6-ef3a3eefbe09
24/10/24,monterrey,Auriculares-Bluetooth-32GB,1518.43,5,"7,592.15",Esperanza Domínguez,eveliz@verdugo-covarrubias.com,159a0e2b-f468-4295-9e69-b0d9dd79d890
24/10/24,bogotá,Tablet-Pro-8GB,2100.84,5,"10,504.20",Sr(a). Carlota Torrez,camilapuente@hotmail.com,32958c32-9158-41e9-a53a-1fc911df997a
24/10/24,CALI,Teléfono-Gama baja-32GB,1261.22,2,"2,522.44",Lilia Bétancourt Parra,martha43@gmail.com,5a5c3350-ddcf-484e-8349-4b078818dfc5
24/10/24,CALI,Auriculares-Con cable-32GB,2418.11,1,"2,418.11",Luisa Gilberto Trujillo,rolando62@hotmail.com,62a79a02-2ff5-4434-a42e-150fc8d403dd
24/10/24,Ciudad de Mexico,Tablet-Estándar-4GB,2499.77,3,"7,499.31",María Cristina Rebeca Quiñones Davila,teresa90@yahoo.com,a2820ce9-6172-4e14-acb4-dbc156430397
24/10/24,CALI,Teléfono-Gama alta-8GB,1228.74,2,"2,457.48",Dalia María Cristina Robledo Escobar,galvancamilo@santana-farias.com,41cf07f1-c8b8-4719-8e87-4c6a66e4a90e
24/10/24,Ciudad de Mexico,Teléfono-Gama baja-32GB,1901.74,4,"7,606.96",Karina Galvez Duran,navajose-eduardo@peralta.org,39df2d77-4667-462c-a9a5-a4502b01e2af
24/10/24,Ciudad de Mexico,Tablet-Estándar-8GB,,5,"3,716.95",Nancy Horacio Porras,karinajaimes@grupo.net,6486d7e7-8b63-4036-a105-6f846c2be7ab
25/10/24,Ciudad de Mexico,Tel√©fono-Gama media-8GB,2095.64,5,"10,478.20",Dr. Agustín Sandoval,cornelio15@grupo.com,1a1b2b13-06f4-45bf-a9e9-678df211aedf
25/10/24,CALI,Tablet-Mini-16GB,1062.11,2,"2,124.22",German Corral,eloy50@despacho.com,87c5ffd3-6c28-4101-af3b-154ff4ae6392
25/10/24,Ciudad de Mexico,Teléfono-Gama baja-4GB,1363.09,5,"6,815.45",German Leon,xespinosa@maestas-zambrano.org,d4f65876-1ffb-4376-ac69-30bc4a1f11d5
25/10/24,Ciudad de Mexico,Tablet-Estándar-32GB,1468.39,1,"1,468.39",Estela Tijerina,guzmanalfonso@molina.com,96edea28-2897-4637-85bd-60acc395c4c4
25/10/24,Medellín,Tablet-Pro-16GB,1823.15,5,"9,115.75",Lic. Anel Cervantez,casanovahugo@yahoo.com,758acf48-c5d8-4ad9-8a21-e3e1440e091e
25/10/24,Guadalajara,Teléfono-Gama alta-4GB,2242.64,4,"8,970.56",Lic. Ignacio Corrales,veronicagaona@yahoo.com,68461278-65b9-41b1-b4b7-f73c4451f4cf
25/10/24,Guadalajara,Teléfono-Gama alta-4GB,1260.9,3,"3,782.70",Mariano Borrego,galindoabelardo@hotmail.com,45b0ad4b-932c-441b-b413-53565decfa94
25/10/24,Guadalajara,Auriculares-Bluetooth-4GB,2382.64,4,"9,530.56",Barbara Perla Godínez,yolandamontalvo@gmail.com,1dada63c-2f5a-48d7-8e04-d26aacd30687
26/10/24,bogotá,Teléfono-Gama baja-32GB ,919,5,"4,595.00",Veronica de Leon Covarrubias,gzelaya@gmail.com,0461093f-4c28-41d9-b8c1-8f858b8a8164
26/10/24,bogotá,Auriculares-Con cable-4GB,1631.22,5,"8,156.10",Carmen Colunga,cesar12@hotmail.com,95e49e46-be39-496b-8a9b-52bd39505406
26/10/24,bogotá,Auriculares-Bluetooth-16GB,2101.18,4,"8,404.72",Wendolin Elvia Osorio Gallardo,camilareyes@yahoo.com,b530707f-4d7d-4afc-bde4-e36c5328a487
26/10/24,bogotá,Laptop-Ultraliviana-8GB,1868.91,5,"9,344.55",Sandra Cornelio Nava Galarza,gaonagabriel@proyectos.org,8a075c13-f70b-4b5b-909b-e961bf332236
26/10/24,bogotá,Tablet-Estándar-8GB,1898.24,1,"1,898.24",Eugenio Monica Reséndez,rduarte@hotmail.com,2acb1d18-6de4-4e08-ab0f-a43239b072ab
26/10/24,CALI,Teléfono-Gama alta-8GB,611.99,2,"1,223.98",Espartaco Godoy Fuentes,natividad96@toro.biz,ec823a46-e1bb-48d2-a563-9abba872b426
26/10/24,CALI,Tel√©fono-Gama media-8GB,403.48,2,806.96,Judith José María Menchaca Nieves,anabelgalarza@gmail.com,bf0d8fdb-9d95-48a0-8ea7-0981d07129f1
26/10/24,CALI,Laptop-Gaming-32GB,724.28,4,"2,897.12",Dr. Emilio Leiva,mejiaricardo@yahoo.com,9a710806-780e-4656-b1d2-a4266eab7458
26/10/24,Medellín,Auriculares-Cancelación de ruido-32GB,174.28,1,174.28,Yeni Tafoya,umata@despacho.com,b8d7d438-42a6-490e-878a-eabf47bc2626
27/10/24,CALI,Teléfono-Gama baja-4GB,273.42,4,"1,093.68",Noemí Julia Zepeda,gilalta-gracia@miramontes.com,102bcf63-b887-46cb-8d4f-8c9404340da9
27/10/24,Ciudad de Mexico,Auriculares-Con cable-4GB,1437.75,5,"7,188.75",Victoria Gurule,acovarrubias@yahoo.com,26d71239-8773-4f98-a147-880cc7ae84cb
27/10/24,bogotá,Tablet-Pro-4GB,1092.45,3,"3,277.35",Dolores Minerva Frías Baeza,maria-eugenia48@industrias.com,08148c4c-9768-48b2-a627-96eb9c4ecb15
27/10/24,Ciudad de Mexico,Laptop-Oficina-16GB,233.85,3,701.55,Aldonza Arriaga,benjaminguerra@yahoo.com,2d413f59-b03c-479d-84d2-e6d17034f1ce
27/10/24,Medellín,Tablet-Estándar-8GB,832.37,2,"1,664.74",Liliana Pedraza,ninovictor@gmail.com,8b0b8f3a-d8c5-47fe-9e94-09d8d82d6464
27/10/24,Medellín,Laptop-Ultraliviana-4GB,755.38,4,"3,021.52",Hilda Soto Serna,eric39@gmail.com,6658ba19-5ccb-4206-84b8-fcfc241901bd
27/10/24,Ciudad de Mexico,Teléfono-Gama media-32GB,1237.66,1,"1,237.66",Jonas Corrales,whuerta@cornejo.com,5deb41b9-32d8-431b-91ea-ba2fc94ad0f0
27/10/24,Guadalajara,Auriculares-Cancelación de ruido-32GB,986.08,4,"3,944.32",Berta Aldonza Toro Colunga,merazoliver@yahoo.com,b159a2a3-ef00-43a9-86db-5aa4f2337f02
27/10/24,Ciudad de Mexico,Tablet-Estándar-16GB,1984.42,4,"7,937.68",Mercedes Amanda Jurado Centeno,bacaelvia@gmail.com,fcfe31f4-1827-4f08-8c09-fac8682e5bbc
28/10/24,Guadalajara,Teléfono-Gama alta-4GB,1537.12,2,"3,074.24",Eric Lorenzo Raya,francisco-javier56@gmail.com,699048e6-5415-4dd4-ada9-8e6e4a549eb2
28/10/24,Ciudad de Mexico,Tablet-Estándar-16GB,1832.39,4,"7,329.56",José Carlos Soledad Osorio Rodrígez,daliavillagomez@gmail.com,ff0b4f20-17ed-4610-9fc5-30d4da7e79e4
28/10/24,CALI,Laptop-Oficina-32GB,1834.12,1,"1,834.12",Lic. Mariana Urbina,daniela26@hotmail.com,cd9cf7e0-6da4-41df-8be9-2d02844b1c31
28/10/24,monterrey,Auriculares-Cancelaci√≥n de ruido-16GB,1779.34,3,"5,338.02",Mateo Flavio Uribe García,eesquibel@campos.info,de92a9b2-739f-4ffe-aeb7-97d14d474602
28/10/24,Ciudad de Mexico,Laptop-Oficina-32GB,2484.65,2,"4,969.30",Manuel Ivan Alarcon Noriega,claudia30@hotmail.com,d513a436-d4fe-4ff3-8ec9-e92a32ed8cc7
28/10/24,Medellín,Laptop-Gaming-16GB,371.09,4,"1,484.36",Agustín Rocha,vparra@gmail.com,bd82514d-6aed-4ca8-885d-60312b6b736b
28/10/24,bogotá,Tablet-Pro-8GB,2493.45,2,"4,986.90",Luz Eduardo Villegas Leon,wmontoya@yahoo.com,9e5f6867-749d-4b5b-97ef-2330c2558d3d
28/10/24,Guadalajara,Teléfono-Gama baja-32GB,1010.17,1,"1,010.17",Lorenzo Zaragoza Niño,yeni63@gmail.com,afbe8b22-f099-435c-a4a9-2882252b6103
28/10/24,bogotá,Laptop-Gaming-16GB,2472.61,5,"12,363.05",Magdalena del Río Covarrubias,xramirez@laboratorios.com,df30a4f3-dbd9-408b-aef6-130263821f4b
29/10/24,Guadalajara,Auriculares-Cancelación de ruido-8GB,1741.09,4,"6,964.36",Nadia Ana María Merino Arteaga,arico@almaraz-ontiveros.com,446489c3-d916-48e8-af47-535cb42956ac
29/10/24,Ciudad de Mexico,Teléfono-Gama baja-16GB,1290.52,3,"3,871.56",Ing. Marcela Guzman,dvillegas@despacho.com,56344cb2-c22e-400d-87dd-49a631ced56f
29/10/24,Guadalajara,Tel√©fono-Gama media-8GB,1598.45,3,"4,795.35",Marisol Espinosa Briones,santacruzanel@hotmail.com,1a50b4b1-1657-4b5e-a237-9cfb5c083efc
29/10/24,Medellín,Laptop-Ultraliviana-4GB,1156.44,1,"1,156.44",Victoria Cabrera Armenta,blancaromero@armenta-murillo.com,bfe71cbd-5340-41ca-b9f4-c5301c10428f
29/10/24,bogotá,Teléfono-Gama alta-32GB,288.29,3,864.87,Paulina Garibay Gracia,eugenio94@yahoo.com,3c957274-31de-4637-8c46-828eb2c095e9
29/10/24,CALI,Tablet-Mini-4GB,1164.32,3,"3,492.96",Olga Evelio Solorio,isabela60@hotmail.com,a54ade2d-7062-4dcd-a41a-a92c117729ad
29/10/24,Guadalajara,Tablet-Pro-4GB,429.21,5,"2,146.05",Alfonso Alejandra Aguilera,bfajardo@suarez.info,c4d429ce-cdcb-4f2a-b91c-26eac3db495e
29/10/24,CALI,Teléfono-Gama media-4GB,847.32,5,"4,236.60",Marcos Amador,maria-eugeniairizarry@gmail.com,75ce132e-b6d1-4542-be19-8b8ae4cfee4c
29/10/24,Ciudad de Mexico,Tablet-Pro-4GB,509.58,3,"1,528.74",Lic. Rosalia Martínez,salma27@nieto-herrera.com,862a25a8-b572-4c67-85cb-bdd2f7503da7
29/10/24,Guadalajara,Laptop-Oficina-8GB,2248.35,5,"11,241.75",Lic. Juan Ortega,ignaciochacon@gmail.com,03d30ca8-82a1-4711-a969-6585129ef1c6
29/10/24,Ciudad de Mexico,Tablet-Pro-16GB,2388.79,2,"4,777.58",María Eugenia Guajardo Ayala,cervanteshermelinda@godinez.net,42eeb64c-1110-40be-a856-c0a364fb8c30
29/10/24,Ciudad de Mexico,Laptop-Gaming-16GB,2343.81,4,"9,375.24",Elvia Pulido Brito,oscar45@tovar.info,261825fa-a4ad-4a21-a7ab-e2b644eaa67a
29/10/24,bogotá,Teléfono-Gama media-4GB,140.58,3,421.74,Leonel Ponce,pazrocio@gmail.com,fa9e790b-934a-4153-b8d1-cb8319d59c61
29/10/24,Ciudad de Mexico,Teléfono-Gama alta-8GB,1292.41,5,"6,462.05",Ignacio de la Garza,rodolfolucio@gmail.com,0e47c0df-dd8b-487b-8097-21c972837f36
30/10/24,Guadalajara,Laptop-Oficina-32GB,1099.54,2,"2,199.08",Martha Tamayo Niño,zguardado@grupo.biz,d220d617-88a5-417d-906a-713dd8d57f69
30/10/24,CALI,Teléfono-Gama alta-32GB,2317.48,1,"2,317.48",Elsa Alonso Rivera,ulucero@gmail.com,656f3966-abb8-497a-981c-4e2bec529c24
30/10/24,Guadalajara,Tablet-Mini-8GB,797.71,1,797.71,Concepcion Isabel Becerra del Valle,rubencanales@hotmail.com,a98bfa4e-dd81-401d-b806-a98b5c514056
30/10/24,Medellín,Auriculares-Bluetooth-8GB,1861,5,"9,305.00",Zoé Claudia Barraza Cornejo,elvirasepulveda@corporacin.com,3341556d-8dc1-42f2-b455-3a339ff909cd
30/10/24,Medellín,Auriculares-Bluetooth-4GB,201.31,5,"1,006.55",Ing. Hernan Vallejo,sernaemilia@yahoo.com,f0291dc4-c15b-4bcc-97f0-04c50c8926f6
31/10/24,TULUM,Laptop-Oficina-32GB,1889.28,4,"7,557.12",María Cristina Raquel Carranza Orosco,ernesto07@gmail.com,3217ab5c-f143-443a-aece-3a47846a3ff2
31/10/24,bogotá,Laptop-Ultraliviana-8GB,1451.3,2,"2,902.60",Violeta Celia Valverde,silvano66@proyectos.com,60d8025a-b531-49e9-a8a9-cc068cf74685
31/10/24,Medellín,Laptop-Ultraliviana-4GB,2266.71,2,"4,533.42",Yolanda Rafaél Gamez,saavedrafelipe@yahoo.com,d9c1410d-a481-442e-a55e-c877ab1e7b3f
31/10/24,bogotá,Tablet-Estándar-4GB,287.48,4,"1,149.92",Laura Vaca Madera,gfranco@grupo.com,0cf77e4b-7fd3-4462-8680-6cbd693e9c0f
31/10/24,CALI,Tablet-Pro-32GB,1758.16,5,"8,790.80",Hermelinda Mota,quirozjose-maria@valdivia.biz,46378c72-4067-4729-b1e5-3d39203ab930
31/10/24,Medellín,Auriculares-Con cable-16GB,273.01,1,273.01,Ángel Aldo Tello Noriega,rivascristian@grupo.com,60961cdf-09a7-4a32-8c6c-2d05f517439d
1/11/24,CALI,Teléfono-Gama baja-32GB,434.9,1,434.90,Mtro. Magdalena Morales,catalina33@yahoo.com,9d83faf6-b95d-4623-85a1-78d8b416dd3f
1/11/24,monterrey,Laptop-Oficina-32GB,719.59,3,"2,158.77",Lorenzo Minerva Ocampo Aguilar,qsolorzano@despacho.com,7a66e4f7-bc95-4384-85ad-39070d893921
1/11/24,Guadalajara,Teléfono-Gama alta-8GB,1912.53,1,"1,912.53",Arcelia Nieves,xalva@cazares-santillan.biz,d5751f29-c753-47da-9e7a-d5ed1090b0ad
1/11/24,Medellín,Auriculares-Bluetooth-16GB,2196.83,5,"10,984.15",Frida Alba,carmen91@gonzales.org,817537ef-9729-49a5-8458-d7108a639dab
1/11/24,bogotá,Teléfono-Gama alta-4GB,1992.15,2,"3,984.30",Mtro. Carmen Leyva,reynadulce-maria@hotmail.com,15d306a8-d422-44fb-9ae9-88cc0402b65d
2/11/24,Medellín,Tablet-Pro-8GB,1291.38,4,"5,165.52",Alejandra Araceli Gutiérrez,jtovar@trujillo-orellana.com,0ada26be-f753-405b-a1a4-3599df81e700
2/11/24,bogotá,Tablet-Pro-4GB,1522.98,1,"1,522.98",Jeronimo Julia Peralta,mireleshector@vigil.com,c499769d-908e-43f6-bd30-c1817bd0deff
2/11/24,Guadalajara,Auriculares-Bluetooth-4GB,1688.92,5,"8,444.60",Sr(a). Vicente Ureña,lsalas@grupo.org,1c44a1fd-cb0c-401e-8e21-c1a8d9242148
3/11/24,monterrey,Laptop-Oficina-32GB,2157.37,5,"10,786.85",Ing. Alejandra Delgadillo,casaresramon@hotmail.com,bc02e752-e8f9-4729-a7cd-24ba1ff00164
3/11/24,Guadalajara,Teléfono-Gama baja-32GB,642.49,4,"2,569.96",Antonio Juana Soria,israel13@aviles.biz,8dbce9a8-4e8c-41c7-a836-12fe71b7ad0a
4/11/24,Medellín,Teléfono-Gama alta-16GB,2114.2,5,"10,571.00",Patricio Palomino,carolinaoquendo@industrias.net,b3d5e0b4-2834-4e54-a96a-d9085614ca23
4/11/24,bogotá,Laptop-Gaming-32GB,1491.19,5,"7,455.95",Elias Sotelo Espinal,tvalle@guzman.org,4082ebc9-a484-41c7-ae7f-fcdfa5f8c7f8
4/11/24,Guadalajara,Tablet-Pro-8GB,1849.07,5,"9,245.35",Mtro. Camila Montemayor,jose-eduardo21@yahoo.com,a6735135-46d8-4997-ad55-d449e18fd075
4/11/24,Medellín,Teléfono-Gama alta-32GB ,1612.87,4,"6,451.48",Aldonza Hernan Sosa,gracielasosa@gmail.com,4c53a9db-d0fe-42d8-a909-921633d44173
5/11/24,CALI,Teléfono-Gama alta-8GB,670.67,4,"2,682.68",Gabino Conchita Bueno,wvega@yahoo.com,c46fe29a-c3e5-4c00-b9ea-94b719c84734
5/11/24,Ciudad de Mexico,Laptop-Gaming-8GB,1040.78,2,"2,081.56",Ruby Virginia Salcido,zoe99@ornelas.com,10459092-6977-440d-ad85-b85e03763cf7
5/11/24,Ciudad de Mexico,Auriculares-Cancelación de ruido-8GB,1050.44,5,"5,252.20",Cristian Jacinto Ornelas,darenas@corporacin.org,9c66ca34-d486-44b8-bf48-2843a252f7a0
5/11/24,TULUM,Laptop-Gaming-16GB,808.32,4,"3,233.28",Eloisa Octavio Quintero,griegomonica@yahoo.com,80c340bc-bd50-477d-a7dc-27237bf10b22
5/11/24,Ciudad de Mexico,Teléfono-Gama alta-16GB,2092.87,4,"8,371.48",Reynaldo Darío Rivas,ynavarro@gmail.com,357c27a8-d03f-45e6-be30-3565ec6d4ff5
5/11/24,Guadalajara,Teléfono-Gama alta-16GB,1826.03,2,"3,652.06",Nelly Hernan Ríos Guardado,francisco-javiersalcedo@hotmail.com,c6f0a1e2-99c5-4a17-b0d8-ad6d416c81cc
6/11/24,bogotá,Laptop-Oficina-4GB,1945.67,4,"7,782.68",Gerardo Monica Cornejo Collado,verduzcohilda@merino.biz,f4841777-97d3-4cce-bc0f-17c21f34e253
6/11/24,Medellín,Teléfono-Gama alta-4GB,949.27,2,"1,898.54",Esparta Gracia,leonorbermudez@nieves.info,7d131cdc-d20b-4dba-ba8c-67f9adbbcf3b
7/11/24,Ciudad de Mexico,Tablet-Estándar-4GB,127.95,4,511.80,Citlali Jorge Gastélum,patricia75@corporacin.com,b7d845eb-4a64-4099-a793-3f93363ea49e
7/11/24,CALI,Auriculares-Cancelación de ruido-32GB,371.34,3,"1,114.02",René Luna Pineda,hocampo@corporacin.net,75b08c4a-c440-4f59-a757-c070085c6101
7/11/24,Medellín,Tablet-Mini-8GB,700.01,3,"2,100.03",Jaime Gomez,cabreraleonel@yahoo.com,8204039a-5541-4976-bc5b-19da90d1ecf0
7/11/24,CALI,Auriculares-Cancelación de ruido-4GB,2242.24,1,"2,242.24",Camilo Terrazas Merino,julio-cesarrazo@hotmail.com,97a11539-f994-4f4b-9252-85c25f05e297
7/11/24,bogotá,Tablet-Pro-8GB,1912.83,2,"3,825.66",Ramon Godoy,yolanda26@montemayor.biz,e686ffbf-1106-4e80-9c74-30ed3ca60174
7/11/24,monterrey,Teléfono-Gama alta-8GB,634.44,4,"2,537.76",Amador Juan Tafoya Hinojosa,jose-emiliovillanueva@hotmail.com,95d058cf-b6bc-4829-8814-0306aba9f164
7/11/24,Medellín,Auriculares-Bluetooth-8GB,1270.75,5,"6,353.75",Yuridia Madrid,kmurillo@proyectos.net,5b24d4c8-65a7-4ec1-8ca1-f46584e4d7f7
7/11/24,bogotá,Auriculares-Bluetooth-4GB,841.48,2,"1,682.96",Humberto Rosas,andresquinonez@yahoo.com,98bc06e4-82c3-4589-93d7-e941e1ae7c85
8/11/24,Medellín,Laptop-Oficina-8GB,1656.59,1,"1,656.59",Ing. Liliana Puente,rebeca22@yahoo.com,49d7397b-eb15-4d2d-b30b-8f6ca86b2125
8/11/24,CALI,Teléfono-Gama media-4GB,762.46,1,762.46,Miguel Luis Giron Montañez,saucedaconcepcion@hotmail.com,d59afe7f-49e3-483a-97f5-ce81f54d250f
8/11/24,monterrey,Auriculares-Cancelación de ruido-4GB,1662.81,5,"8,314.05",Karla Berríos,tmontoya@gmail.com,34e4f422-3bd5-496a-af08-11ecf5856460
8/11/24,Medellín,Teléfono-Gama baja-32GB,427.92,2,855.84,Íliver Ulloa,anel88@lugo.com,0d9c3f44-a748-478b-8652-36bac0fde7f7
9/11/24,Ciudad de Mexico,Tablet-Pro-16GB,271.11,2,542.22,María José Zeferino Avilés Zarate,pelayojaqueline@hotmail.com,404fea2a-d896-4427-a0d6-e0581df99ba3
9/11/24,Medellín,Auriculares-Cancelación de ruido-4GB,1112.81,1,"1,112.81",Sr(a). Ángela Navarro,olivertejada@hotmail.com,bfb5f658-102d-4d01-bec2-1f4cced1bbef
9/11/24,Medellín,Teléfono-Gama alta-32GB,720.63,1,720.63,Sergio Hugo Benavídez García,jaquezesteban@gmail.com,c100b479-c169-4f62-8d2a-82994a8ef0fa
9/11/24,TULUM,Auriculares-Cancelación de ruido-4GB,1111.98,4,"4,447.92",Salvador Barela,itapia@despacho.com,11a0323a-7513-4fd6-84cf-79c923b2e72e
10/11/24,Medellín,Teléfono-Gama baja-8GB,763.62,1,763.62,Sr(a). Carlota Aguayo,auroralugo@acuna-mercado.com,d58eb71d-bd78-4ec3-8a70-34213c01464b
10/11/24,Ciudad de Mexico,Auriculares-Cancelación de ruido-4GB,489.42,3,"1,468.26",Sr(a). Monica Cortez,benito43@corporacin.com,814e531c-1781-4af9-86e2-0da4494565c9
10/11/24,Guadalajara,Teléfono-Gama media-16GB,2356.5,5,"11,782.50",Abel Véliz,eduardo20@club.org,499ebdfa-358c-41aa-8d92-cc8b5259dfd0
10/11/24,monterrey,Tablet-Pro-8GB,56.71,1,56.71,Gilberto Arellano Lozano,de-la-fuentemanuel@yahoo.com,5659c3e8-e722-4ce4-a66f-283a33db3b2a
10/11/24,bogotá,Tablet-Estándar-8GB,853.52,5,"4,267.60",Cristina Miguel Madrid,wnevarez@perea.com,d710fc03-2b70-47e7-9fe6-590b75fdde09
10/11/24,monterrey,Laptop-Ultraliviana-32GB,1668.3,2,"3,336.60",Ing. Blanca Alfaro,jaime62@industrias.com,850ed2df-b6ba-4845-90f3-4d82ffd954aa
10/11/24,monterrey,Auriculares-Con cable-32GB,1585.75,5,"7,928.75",Rocío José Luis Villareal Vargas,ramon28@gmail.com,5c84518e-8046-4ee0-802c-5c7e6eafa4c6
10/11/24,monterrey,Laptop-Gaming-4GB,229.33,4,917.32,Ing. Cristina Gamez,jose-luis02@hotmail.com,4bf38add-780a-44cc-839a-27eadcf0009e
10/11/24,bogotá,Auriculares-Bluetooth-16GB,596.93,5,"2,984.65",Mtro. Zeferino Oquendo,lbarajas@alva-montalvo.com,8a06b4fc-26f2-4b8b-827b-2c6a1f537edf
10/11/24,Ciudad de Mexico,Teléfono-Gama alta-4GB,1650.53,1,"1,650.53",Julio Fuentes,vnavarro@gmail.com,36de6ea0-d38c-4032-a4ab-885c917e6447
10/11/24,CALI,Teléfono-Gama baja-16GB,2114.99,1,"2,114.99",Lic. Pedro Jasso,forosco@mesa.biz,dd6c8ba4-bdce-4e89-8a25-248a85e34e96
10/11/24,Ciudad de Mexico,Teléfono-Gama alta-32GB,169.2,3,507.60,Lic. Patricia Feliciano,pcruz@zelaya.com,b9c6fc20-68c7-453f-b881-23c480cd6bd2
10/11/24,CALI,Auriculares-Cancelación de ruido-4GB,1614.84,3,"4,844.52",Fidel Celia Roque Vallejo,gamezjonas@estevez.org,b2ccd416-d146-4511-9bd6-7eb3bd7333c6
10/11/24,CALI,Auriculares-Bluetooth-16GB,360.98,3,"1,082.94",Victoria Wendolin Terrazas Carvajal,avalosjosefina@gmail.com,e469cff8-fcc0-4664-b06d-c801efd84779
